domain_group,entity_type,entity,total_mentions,n_bills
high,ORG,2922,8,8
high,ORG,2923.128,6,2
high,ORG,2929.142,1,1
high,ORG,2_accessibility,1,1
high,ORG,2_administration_fund,1,1
high,ORG,2_family_services,2,2
high,ORG,2_general_assembly,4,4
high,ORG,2_h._research,2,2
high,ORG,2_information,1,1
high,ORG,2_professional_regulation,2,2
high,ORG,2_public_health,1,1
high,ORG,2_servicemembers_court_programs,1,1
high,ORG,2_united_healthcare,2,2
high,ORG,2_work_group,1,1
high,ORG,305_amends_the_property_tax_code,2,2
high,ORG,3104,1,1
high,ORG,313,1,1
high,ORG,3156,4,4
high,ORG,3223,1,1
high,ORG,324_mental_disorders,2,2
high,ORG,327,1,1
high,ORG,3301.074,3,1
high,ORG,3319.232,4,1
high,ORG,3319.261,3,1
high,ORG,3321,7,7
high,ORG,3336_3337,1,1
high,ORG,340.033,6,2
high,ORG,340b,2,2
high,ORG,356q,1,1
high,ORG,356y,1,1
high,ORG,356z.18,1,1
high,ORG,356z.22,1,1
high,ORG,356z.24,1,1
high,ORG,356z.25,1,1
high,ORG,356z.35,1,1
high,ORG,356z.54,1,1
high,ORG,356z.56,1,1
high,ORG,3584,5,5
high,ORG,3654,1,1
high,ORG,3662,1,1
high,ORG,3732,2,2
high,ORG,3737.881,3,1
high,ORG,3759,1,1
high,ORG,3767,1,1
high,ORG,3772.131,3,1
high,ORG,381.0061_administrative,1,1
high,ORG,381.4019_dental_student_loan_repayment,1,1
high,ORG,381.986_medical,2,2
high,ORG,383.316_transfer,1,1
high,ORG,384_f._supp,1,1
high,ORG,3902,1,1
high,ORG,394.496_service,3,3
high,ORG,394.658_criminal_justice,3,3
high,ORG,3955,5,5
high,ORG,397.305_legislative,2,2
high,ORG,397.342_substance_use_disorder_housing_advisory_council,1,1
high,ORG,39_g._service,2,2
high,ORG,3_commission,1,1
high,ORG,3_deceptive_business_practices_act,1,1
high,ORG,3_department_of_human_services,1,1
high,ORG,3_exposition_authority,1,1
high,ORG,3_family_services,3,3
high,ORG,3_general_assembly,2,2
high,ORG,3_health_insurance_portability_and_accountability,1,1
high,ORG,3_m_health_19_information_system,1,1
high,ORG,3_office_of_management_and_budget,1,1
high,ORG,3_public_health,1,1
high,ORG,4003_interstate_commission,1,1
high,ORG,403,27,27
high,ORG,408.051_florida_electronic_health_records_exchange_act,1,1
high,ORG,409.972_mandatory,2,2
high,ORG,4111,6,6
high,ORG,4123.343,3,1
high,ORG,4190,5,5
high,ORG,4209,1,1
high,ORG,4240,7,7
high,ORG,4253,1,1
high,ORG,425_persons,2,2
high,ORG,42_health_care_administration,1,1
high,ORG,432_food,1,1
high,ORG,4352_4353,1,1
high,ORG,4371,1,1
high,ORG,441_442_lc,1,1
high,ORG,442_amends,2,2
high,ORG,4471,5,5
high,ORG,4503.764,1,1
high,ORG,4503.875,1,1
high,ORG,4511.701,1,1
high,ORG,4511.712,1,1
high,ORG,456.073_disciplinary_proceedings.—disciplinary,1,1
high,ORG,457,1,1
high,ORG,458.313,1,1
high,ORG,4580_4581_4582,1,1
high,ORG,4638,1,1
high,ORG,4639,7,7
high,ORG,46_transportation,2,2
high,ORG,4743.041,3,1
high,ORG,4759.063,4,4
high,ORG,4766,1,1
high,ORG,4767_pathology_interstate_compact_commission,1,1
high,ORG,4772.082,4,4
high,ORG,487a.111,1,1
high,ORG,48_health_research_incorporated,2,2
high,ORG,4992,1,1
high,ORG,4_)_department_of_public_health,1,1
high,ORG,4_)_powers.—the_commission,1,1
high,ORG,4_)_reimbursement_for,1,1
high,ORG,4_)_service,1,1
high,ORG,4_authority_to_practice_interjurisdictional_telepsychology,2,2
high,ORG,4_board,1,1
high,ORG,4_centers,1,1
high,ORG,4_court,1,1
high,ORG,4_exposition_authority,1,1
high,ORG,4_exposition_authority_act,1,1
high,ORG,4_families,1,1
high,ORG,4_family_services,1,1
high,ORG,4_general,1,1
high,ORG,4_general_government,2,2
high,ORG,4_health_insurance_portability_and_accountability_act,1,1
high,ORG,4_human_services,1,1
high,ORG,4_identification,2,2
high,ORG,4_identification_card_office,2,2
high,ORG,4_mental_health,1,1
high,ORG,4_palliative_care_professional_loan_repayment_program,1,1
high,ORG,4_“_behavioral_health_teaching_hospitals,1,1
high,ORG,5.70.050,1,1
high,ORG,50/3.50,1,1
high,ORG,500.12_food,1,1
high,ORG,500.148_reports,1,1
high,ORG,5009,1,1
high,ORG,5018,1,1
high,ORG,501_transportation_’s,1,1
high,ORG,5049,6,6
high,ORG,507.07_violations.—it,1,1
high,ORG,5089_5090_5091,2,2
high,ORG,5119.363,6,2
high,ORG,5119.803,4,2
high,ORG,5136,1,1
high,ORG,519_-_a._medical,2,2
high,ORG,5228,2,2
high,ORG,5228_state,1,1
high,ORG,5232,1,1
high,ORG,5249,6,6
high,ORG,5251,1,1
high,ORG,5255,1,1
high,ORG,5267,1,1
high,ORG,526_food,1,1
high,ORG,527_food,1,1
high,ORG,5288,1,1
high,ORG,5296,4,4
high,ORG,52_d._enforcement,2,2
high,ORG,52_this_compact,2,2
high,ORG,5377,1,1
high,ORG,539.002(b,1,1
high,ORG,539.002(c,1,1
high,ORG,53_employees,3,3
high,ORG,"5419_architectural_,_engineering",1,1
high,ORG,5436,5,5
high,ORG,5440,1,1
high,ORG,5460,7,7
high,ORG,55074,2,2
high,ORG,5509,1,1
high,ORG,5537,1,1
high,ORG,5577,7,7
high,ORG,5641,7,7
high,ORG,5671,7,7
high,ORG,570.321_plant_industry_trust_fund,2,2
high,ORG,5782,1,1
high,ORG,5786,1,1
high,ORG,5807_state,1,1
high,ORG,581.217_state,1,1
high,ORG,5813,1,1
high,ORG,5892,2,2
high,ORG,595.404_school,2,2
high,ORG,5988,1,1
high,ORG,5_bureau_of_prisons,1,1
high,ORG,5_family_services,1,1
high,ORG,5_general_assembly,3,3
high,ORG,5_mental_health,1,1
high,ORG,5_service_use_tax_act,2,2
high,ORG,5e-20,2,2
high,ORG,5f_-_akb48,2,2
high,ORG,6111,1,1
high,ORG,611_d._services,1,1
high,ORG,612,18,18
high,ORG,"6223_offices_of_physicians_,_offices_of_mental_health_practitioners",1,1
high,ORG,6471,1,1
high,ORG,6503,1,1
high,ORG,6544,1,1
high,ORG,6705_health_care_administration,1,1
high,ORG,6739_health_care_administration,1,1
high,ORG,6741_-_a._limited,2,2
high,ORG,6757_general_revenue_fund,1,1
high,ORG,6763_health,1,1
high,ORG,6770_health_care_administration,1,1
high,ORG,6779_health_care_administration,1,1
high,ORG,687,2,2
high,ORG,6_administration_fund,2,1
high,ORG,6_care_oversight_commission,2,2
high,ORG,6_department,2,2
high,ORG,6_family_services,3,3
high,ORG,6_health_care_administration,1,1
high,ORG,7069,2,2
high,ORG,71.32.030,1,1
high,ORG,712,21,21
high,ORG,7133_7134_7135_7136,2,2
high,ORG,71c._behavioral_health_scholarship_program,1,1
high,ORG,71d._employment_funding_grant_program,1,1
high,ORG,72.23.170,1,1
high,ORG,736_commodity_futures_trading_commission,1,1
high,ORG,754/65_amends_the_community_emergency_services_and_support_act,1,1
high,ORG,7584,7,7
high,ORG,766,21,21
high,ORG,766.314_assessments,1,1
high,ORG,774,2,2
high,ORG,7805_7806_7807,2,2
high,ORG,7978,7,7
high,ORG,"7_""_department_""",2,2
high,ORG,"7_""_exchange",1,1
high,ORG,7_(_m,2,2
high,ORG,7_)_department_of_education,1,1
high,ORG,7_)_exchange,1,1
high,ORG,7_)_monitor,1,1
high,ORG,7_)_outreach,2,1
high,ORG,7_a_reserve_component,2,2
high,ORG,7_administration_fund,1,1
high,ORG,7_corrections,1,1
high,ORG,7_department_of_human_services,1,1
high,ORG,7_exposition_authority_act,1,1
high,ORG,7_family_services,2,2
high,ORG,7_general_assembly,4,4
high,ORG,7_health_insurance_program,2,2
high,ORG,7_human_services,1,1
high,ORG,7_illinois_department_of_public_aid,1,1
high,ORG,7_neglected_child,1,1
high,ORG,7_professional_regulation_.,1,1
high,ORG,7_representatives,1,1
high,ORG,7_state,4,4
high,ORG,7_state_of_illinois_high_school_diploma,2,2
high,ORG,7_state_special_license_plate_fund,1,1
high,ORG,7_the_department,1,1
high,ORG,7_the_department_of_revenue,2,2
high,ORG,7_treatment_program,1,1
high,ORG,"8)_""_department",1,1
high,ORG,"8)_""_department_of_health",1,1
high,ORG,"8)_""_drug",2,2
high,ORG,"8)_""_group",1,1
high,ORG,"8)_""_guardianship_of_the_person",1,1
high,ORG,"8)_""_manufacturer_'s",1,1
high,ORG,"8)_""_research",1,1
high,ORG,8)_'_office_',1,1
high,ORG,8)_'_records,1,1
high,ORG,"8)_,_health_and_safety_code",2,2
high,ORG,8)_adult_protective_services,1,1
high,ORG,8)_coordinate,2,2
high,ORG,8)_coordinating,1,1
high,ORG,8)_develop,4,4
high,ORG,8)_development,1,1
high,ORG,8)_fitted,1,1
high,ORG,8)_georgia_crime_information_center,1,1
high,ORG,8)_implement,1,1
high,ORG,8)_meet,1,1
high,ORG,8)_mercy_hospital_and,5,5
high,ORG,8)_offers,4,4
high,ORG,8)_research,1,1
high,ORG,8)_service,1,1
high,ORG,8)_specialized_transportation_assistance_for,2,2
high,ORG,8)_suspend,1,1
high,ORG,8)_the_agency_for_health_care_administration,1,1
high,ORG,8)_the_board_of_governors,2,2
high,ORG,8)_urgent,2,2
high,ORG,8)_“_audiology,1,1
high,ORG,8)_“_community,1,1
high,ORG,8)_“_mental,1,1
high,ORG,806,2,2
high,ORG,8111,7,7
high,ORG,812_amends_the_mental_health,1,1
high,ORG,8381_8382_8383_8384_8385_8386,2,2
high,ORG,8381_8382_8383_8384_8385_8386_8387,2,2
high,ORG,855_school,1,1
high,ORG,873,1,1
high,ORG,8749,4,1
high,ORG,8774_8775_8776,1,1
high,ORG,8775_8776,1,1
high,ORG,8_family_services,3,3
high,ORG,8_human_services,1,1
high,ORG,8_prescriptions,2,2
high,ORG,8_state,1,1
high,ORG,900_mental_health_service,1,1
high,ORG,925,1,1
high,ORG,940.225,20,4
high,ORG,944.73_state_-_operated_institutions_inmate_welfare_trust_76_fund,1,1
high,ORG,9441,3,3
high,ORG,945.44_placement,1,1
high,ORG,945.485_management,2,2
high,ORG,9641_9642_9643_9644,1,1
high,ORG,96th_general_assembly,3,3
high,ORG,986_human_services,1,1
high,ORG,992_394.496_service,1,1
high,ORG,9_deceptive_business_practices_act,1,1
high,ORG,9_department_of_labor,4,2
high,ORG,9_department_of_public_aid,1,1
high,ORG,9_educator_license_with_stipulations,1,1
high,ORG,9_employees,1,1
high,ORG,9_exposition_authority,1,1
high,ORG,9_exposition_authority_act,2,2
high,ORG,9_expunge_records,1,1
high,ORG,9_family_services,1,1
high,ORG,9_identification,1,1
high,ORG,9_professional_regulation,3,3
high,ORG,9_state_special_license_plate_fund,1,1
high,ORG,9_treatment_program,1,1
high,ORG,a)(15,1,1
high,ORG,a)(17,4,4
high,ORG,a)(22,2,2
high,ORG,a)(23,2,1
high,ORG,a)(3)(a)(4,3,1
high,ORG,a)(30,1,1
high,ORG,a)(4,46,12
high,ORG,a)4,1,1
high,ORG,a-10,1,1
high,ORG,"a._""_board",6,4
high,ORG,"a._,_brown_a_b_i_l_l",1,1
high,ORG,a._acs,2,2
high,ORG,a._advertising,2,2
high,ORG,a._behavioral,1,1
high,ORG,a._diagnostic,2,2
high,ORG,a._executive,2,2
high,ORG,a._executive_committee,1,1
high,ORG,a._executive_director,2,2
high,ORG,a._federal_bureau_of_investigation,1,1
high,ORG,a._m_ent_al,1,1
high,ORG,a._notwith-_51,2,2
high,ORG,a._oral,2,2
high,ORG,a._professional_counseling_orientation_and_ethical_practice,2,2
high,ORG,a._regents,2,2
high,ORG,a._s,1,1
high,ORG,a._zoned,1,1
high,ORG,a_-_emt,8,2
high,ORG,a_bachelor_of_science,3,3
high,ORG,a_behavioral_health_17_receiving_center_grant_pilot_program,2,2
high,ORG,a_behavioral_health_18_recovery_center_grant_pilot_program,1,1
high,ORG,a_behavioral_health_care_workforce_data_base,2,1
high,ORG,a_behavioral_health_continuum_infrastructure_program,2,2
high,ORG,a_behavioral_health_receiving_center_grant_pilot_program,2,2
high,ORG,a_behavioral_health_transformation_section,1,1
high,ORG,a_certified_21_recovery_support_specialist,1,1
high,ORG,a_child_care_assistance_program_eligibility_calculator,2,2
high,ORG,a_compact_privilege,3,1
high,ORG,a_council_on_workforce_investment,2,2
high,ORG,a_criminal_24_history_report,1,1
high,ORG,a_criminal_9_history_report,1,1
high,ORG,a_crisis_intervention_team_(_cit,1,1
high,ORG,a_department_of_human_services,4,3
high,ORG,a_department_of_human_services_7,2,2
high,ORG,a_department_of_juvenile_justice,1,1
high,ORG,a_department_of_veterans_affairs_',1,1
high,ORG,a_federal_bureau_of_investigation,1,1
high,ORG,a_federal_firearms_licensee,2,1
high,ORG,a_georgia_k-5_social_and_emotional_health_pilot_program,1,1
high,ORG,a_health_maintenance_organization,1,1
high,ORG,a_housing_is_recovery_bridge,3,3
high,ORG,a_licensed_professional_counselor,4,2
high,ORG,a_licensing_authority,3,1
high,ORG,a_licensing_board,6,2
high,ORG,a_medicaid_technical_assistance_center_(_center,1,1
high,ORG,a_mental_health,3,3
high,ORG,a_notice_of_review,2,2
high,ORG,a_pati_ent,1,1
high,ORG,a_planning_team,2,2
high,ORG,a_privilege_to_practice,2,2
high,ORG,a_professional_association,2,2
high,ORG,a_professional_counseling_licensing_16_board,2,2
high,ORG,a_professional_counseling_licensing_board_3,2,2
high,ORG,a_professional_educator_license,7,3
high,ORG,a_professional_educator_license_17,1,1
high,ORG,a_professional_educator_license_9,1,1
high,ORG,a_psychology_interjurisdictional_compact_commission,2,2
high,ORG,a_public_housing_authority,2,2
high,ORG,a_public_school_health_center_support_program,1,1
high,ORG,a_residential_and_treatment_program,2,2
high,ORG,a_safety_net_impact_statement,2,2
high,ORG,a_school_support_personnel_work_shortage_loan_repayment_program,1,1
high,ORG,a_state_of_illinois,1,1
high,ORG,a_state_of_illinois_6_high_school_diploma,2,2
high,ORG,a_state_of_illinois_7_high_school_diploma,2,2
high,ORG,a_state_of_illinois_high_20_school_diploma,2,2
high,ORG,a_state_of_illinois_high_school_19_diploma,4,2
high,ORG,a_state_of_illinois_high_school_diploma,2,2
high,ORG,a_state_of_illinois_sb3792_-_71_-_lrb102_25808,1,1
high,ORG,a_state_psychology_regulatory_authority,1,1
high,ORG,a_state_sales_tax_23_boundary,2,2
high,ORG,a_state_sales_tax_boundary,2,2
high,ORG,a_task_force_on_appropriate_therapeutic_responses,3,3
high,ORG,a_title_xix_state_plan,4,2
high,ORG,a_wellness_center,1,1
high,ORG,aa)(4,1,1
high,ORG,aa_)_service,2,2
high,ORG,aaa,6,4
high,ORG,ab_-_fubinaca,2,2
high,ORG,abandoned_newborn_infant_protection_act,3,3
high,ORG,abinanti,3,3
high,ORG,ac,5,5
high,ORG,aca,4,3
high,ORG,academy_4,1,1
high,ORG,accelerated_rehabilitative_disposition,2,1
high,ORG,access,2,2
high,ORG,access_to_health_care_15_article,1,1
high,ORG,access_to_health_care_16_article,1,1
high,ORG,access_to_treatment_of_addiction,1,1
high,ORG,accountability_review,2,1
high,ORG,accounts_receivable_fund,2,2
high,ORG,accreditation_13_council_of_pharmaceutical_education,1,1
high,ORG,accreditation_council_for_graduate_medical_14_education,1,1
high,ORG,accreditation_council_for_graduate_medical_25_education,1,1
high,ORG,accreditation_council_for_graduate_medical_education,2,2
high,ORG,acend,2,1
high,ORG,acip,2,2
high,ORG,aco,2,2
high,ORG,acpe,4,2
high,ORG,acs,2,2
high,ORG,active_duty_military,4,2
high,ORG,ad,1,1
high,ORG,ad_hoc_advisory_committee,1,1
high,ORG,ada,1,1
high,ORG,adamh_boards,1,1
high,ORG,adamhs,8,1
high,ORG,"adams_,_bedford",1,1
high,ORG,adap,2,2
high,ORG,addabbo,3,3
high,ORG,addiction_treatment_facility_operations,1,1
high,ORG,adequacy_target,1,1
high,ORG,adirondack,2,2
high,ORG,administration,4,4
high,ORG,administration.--the_department_of_community_and_economic_development,1,1
high,ORG,administration_and_enforcement_section_901,1,1
high,ORG,administration_fund,3,2
high,ORG,administrative_review_law,5,4
high,ORG,adolescent_family_life_program,3,3
high,ORG,adolescent_psychiatry,5,3
high,ORG,adoption_assistance_and_child_welfare_act,1,1
high,ORG,adult_mental_health,8,2
high,ORG,adult_obstetrics,1,1
high,ORG,adult_protective_service,2,2
high,ORG,adult_protective_services,3,3
high,ORG,advanced_life_support_ems_system,3,1
high,ORG,advanced_physical_assessment,1,1
high,ORG,advanced_placement,1,1
high,ORG,advanced_placement_examinations,1,1
high,ORG,adverse_action,16,3
high,ORG,adverse_actions,2,2
high,ORG,advisory,1,1
high,ORG,advisory_board,3,2
high,ORG,advisory_committee,4,4
high,ORG,advisory_council,8,6
high,ORG,advisory_council_on_mental,1,1
high,ORG,advisory_council_on_mental_illness,3,3
high,ORG,advisory_on_protecting_youth_mental_health,1,1
high,ORG,advocacy_commission,2,2
high,ORG,ae,1,1
high,ORG,aed,22,4
high,ORG,aemt,1,1
high,ORG,aemts,2,1
high,ORG,aerospace_authority,2,2
high,ORG,aerospace_workers,2,1
high,ORG,af,1,1
high,ORG,afdc_-_fc,6,1
high,ORG,afterschool,1,1
high,ORG,ag,9,5
high,ORG,agard,10,10
high,ORG,agency,11,7
high,ORG,aggravated_home_repair_fraud,1,1
high,ORG,aging,1,1
high,ORG,agnews_developmental_center,1,1
high,ORG,agricultural_sciences,1,1
high,ORG,agriculture,3,1
high,ORG,"agriculture_,_department_of_insurance_,_department_of",1,1
high,ORG,"agriculture_,_department_of_insurance_,_department_of_22_financial_and_professional_regulation_,_department_of_23_transportation",1,1
high,ORG,air_force,7,7
high,ORG,al,1,1
high,ORG,al_421,1,1
high,ORG,al_bureau,4,4
high,ORG,al_communications_commission,2,2
high,ORG,al_facilities,2,2
high,ORG,al_food_and_drug_administration,2,2
high,ORG,al_hospital,4,4
high,ORG,alcohol_and_drug_addiction_counselor_loan_forgiveness_program,3,3
high,ORG,alcohol_and_drug_addiction_counselor_loan_forgiveness_program_act,3,3
high,ORG,alfred_university,2,2
high,ORG,algebra,1,1
high,ORG,all_professional_educator_licenses,3,2
high,ORG,all_urban_consumers,8,4
high,ORG,alley,1,1
high,ORG,allied_health_education_programs,14,4
high,ORG,allocated,1,1
high,ORG,als,9,3
high,ORG,als_association_central_&,2,2
high,ORG,als_ems_medical_directors,1,1
high,ORG,ama,2,2
high,ORG,amaranth,2,2
high,ORG,amb_-_chmica,2,2
high,ORG,amb_-_fubina-,2,2
high,ORG,amends_the_children_and_family_services_act,3,3
high,ORG,amends_the_children_with_disabilities_article_of_the_school_code,1,1
high,ORG,amends_the_comprehensive_healthcare_workforce_planning_act,1,1
high,ORG,amends_the_consumer_fraud,1,1
high,ORG,amends_the_county_department_of_corrections_division,1,1
high,ORG,amends_the_criminal_identification_act,1,1
high,ORG,amends_the_department_of_healthcare_and_family_services_law,2,2
high,ORG,amends_the_department_of_human_services_act,2,2
high,ORG,amends_the_department_of_veterans_'_affairs,2,2
high,ORG,amends_the_drug_court_treatment_act,2,2
high,ORG,amends_the_health_care,1,1
high,ORG,amends_the_higher_education_student_assistance_act,1,1
high,ORG,amends_the_illinois_controlled_substances_act,1,1
high,ORG,amends_the_illinois_human_rights_act,1,1
high,ORG,amends_the_illinois_income_tax_act,1,1
high,ORG,amends_the_illinois_insurance_code,3,3
high,ORG,amends_the_medicaid_assistance_article_of_the_illinois_public_aid,1,1
high,ORG,amends_the_medical_assistance_article_of_the_illinois_public_aid,7,7
high,ORG,amends_the_mental_health,7,7
high,ORG,amends_the_pharmacy_practice_act,1,1
high,ORG,amends_the_psychiatry_practice,1,1
high,ORG,amends_the_school_code,3,3
high,ORG,amends_the_specialized_mental_health_rehabilitation_act,1,1
high,ORG,american_10_society_of_addiction_medicine,1,1
high,ORG,american_1165_psychological_association,1,1
high,ORG,american_1197_psychological_association,1,1
high,ORG,american_14_society_of_addiction_medicine,2,2
high,ORG,american_1713_psychological_association,1,1
high,ORG,american_1718_psychological_association,1,1
high,ORG,american_1750_psychological_association,1,1
high,ORG,american_23_psychological_association_survey,2,2
high,ORG,american_4_society_of_addiction_medicine,1,1
high,ORG,american_7_society_of_addiction_medicine,1,1
high,ORG,american_8_society_of_addiction_medicine,1,1
high,ORG,american_9_community,2,2
high,ORG,american_board_of_obstetrics_and_gynecology,1,1
high,ORG,american_college_health_association_'s,1,1
high,ORG,american_college_of_surgeons,4,2
high,ORG,american_heart_association,3,2
high,ORG,american_indian_/_alaska,1,1
high,ORG,american_indians_/_alaska_natives,3,3
high,ORG,american_medical_association_5,1,1
high,ORG,american_osteopathic_board_of_emergency_medicine,1,1
high,ORG,american_psychiatric_association,7,2
high,ORG,american_psychiatric_association_'s,2,2
high,ORG,american_psychological_1127_association,1,1
high,ORG,american_psychological_1162_association,1,1
high,ORG,american_psychological_1675_association,1,1
high,ORG,american_psychological_1710_association,1,1
high,ORG,american_psychological_1715_association,1,1
high,ORG,american_psychological_1745_association,1,1
high,ORG,american_psychological_21_association_survey_of_psychology_health_service_providers,1,1
high,ORG,american_psychological_association,2,2
high,ORG,american_red_cross,10,6
high,ORG,american_rescue,4,4
high,ORG,american_school_counselor_association_22_ethical_standards_for_school_counselors,1,1
high,ORG,american_society_of_11_addiction_medicine_(_asam,1,1
high,ORG,american_society_of_addiction_medicine,13,7
high,ORG,american_society_of_addiction_medicine_criteria,4,2
high,ORG,americorps,8,2
high,ORG,amf,1,1
high,ORG,amilia_kisliak_law,2,1
high,ORG,an_adult_protective_service_registry,1,1
high,ORG,an_advisory_council,1,1
high,ORG,an_alternative_program,3,3
high,ORG,an_educator_license,4,1
high,ORG,an_educator_license_with_stipulations,6,1
high,ORG,an_engagement_specialist,1,1
high,ORG,an_illinois_administrators_'_academy,2,2
high,ORG,an_illinois_department_of_human_services,4,2
high,ORG,an_injury_severity_score,4,2
high,ORG,an_international_classification_of_disease,5,5
high,ORG,an_interstate_compact,1,1
high,ORG,an_office_of_the_13_inspector_general,1,1
high,ORG,an_office_of_the_inspector_7_general_investigator,1,1
high,ORG,an_office_of_the_inspector_general,1,1
high,ORG,analgesia,2,1
high,ORG,anatomy_and_physiology,1,1
high,ORG,andraca,10,10
high,ORG,andy_hill,1,1
high,ORG,ankylosis,1,1
high,ORG,annual_net_sales_tax_increment,2,2
high,ORG,anny,6,2
high,ORG,anny_program,50,2
high,ORG,anny_project,2,2
high,ORG,ano_ther_agency,1,1
high,ORG,another_acute_care_hospital,3,1
high,ORG,another_compact_state,2,1
high,ORG,another_remote_state,1,1
high,ORG,anpp,2,2
high,ORG,anti_-_racism_commission,4,2
high,ORG,any_4_rule,2,2
high,ORG,any_professional_development_committee,2,1
high,ORG,ap,1,1
high,ORG,apco,1,1
high,ORG,apg,8,2
high,ORG,appellate,2,2
high,ORG,"appellate_,_circuit",1,1
high,ORG,appellate_court,3,2
high,ORG,appleton,8,4
high,ORG,application_for_adjustment_19_of_claim,1,1
high,ORG,application_for_adjustment_of_claim,1,1
high,ORG,apprenticeship,2,2
high,ORG,appropriation.--the_general_assembly,2,2
high,ORG,appropriations_committee,1,1
high,ORG,approved_drug_products_with_therapeutic_equivalence_evaluations,4,2
high,ORG,aprn,6,6
high,ORG,archives,2,2
high,ORG,archives_11,2,2
high,ORG,archives_partnership_trust_fund,2,2
high,ORG,ard_ankle,2,2
high,ORG,area_agencies_on_aging,2,1
high,ORG,area_agency,1,1
high,ORG,aries,2,2
